frame,standard,sliced,time_std,time_sl
0,0,0,2.755641460418701,1.1113688945770264
22,0,0,0.1349341869354248,0.818467378616333
44,0,0,0.13486766815185547,0.8056614398956299
66,0,0,0.13579535484313965,0.7207136154174805
88,0,0,0.13168787956237793,0.6891391277313232
110,0,0,0.13150644302368164,0.6746447086334229
132,0,0,0.13097739219665527,0.6734271049499512
154,0,0,0.1307830810546875,0.6720728874206543
176,0,0,0.13221526145935059,0.6848297119140625
199,0,0,0.1319429874420166,0.6785118579864502
